Front,Back
"Define: disabuse (diss-uh-bewz)","v. to free from a misconception or error in thought Luke made it his goal to disabuse his students of the notion that they didn't need to work hard to do well. Prefix: dis- (from Latin, meaning “apart”); Root: abuse (from Latin abuti, meaning “to misuse”)"
"Define: disaffect (diss-uh-fect)","v. to make someone lose loyalty or affection Her attention-seeking behavior disaffected many of her classmates. Prefix: dis- (from Latin, meaning “apart”); Root: affect (from Latin affectus, meaning “emotion”)"
"Name the vocab term: n. the medieval study of transforming lead into gold Hint: starts with “a”","alchemy synonyms: sorcery, wizardry, medieval science, magical transformation, mysticism, theurgy Medieval scientists pursued alchemy, hoping to turn base metals into gold."
"Fill in the blank: He ________ that the company was involved in illegal activities, but no evidence was presented. Hint: Starts with “a” and means “claimed without proof”.","alleged allege (uh-ledge) v. to state that something is true without providing proof"
"Name the vocab term: v. to refer to another concept indirectly Hint: starts with “a”","allude synonyms: bring up, imply, mention, hint at, suggest, insinuate The author alluded to a famous historical event in the opening chapter of the novel."
"Fill in the blank: Her decision to volunteer at the shelter was an act of pure ________. Hint: Starts with “a” and means “selfless concern for others”.","altruism altruism (al-true-iz-um) n. selfless concern for others"
"Name the vocab term: n. confused or contradicting feelings Hint: starts with “a”","ambivalence synonyms: confusion, dilemma, hesitation, uncertainty, mixed feelings, conflict His ambivalence about moving to a new city made the decision difficult."
"Fill in the blank: They ________ along the park path, enjoying the sunny afternoon. Hint: Starts with “a” and means “walked slowly and leisurely”.","ambled amble (am-bul) v. to walk slowly"
"Name the vocab term: v. to make better Hint: starts with “a”","ameliorate synonyms: amend, help, improve, enhance, alleviate The government launched several initiatives to ameliorate living conditions in the city."
"Fill in the blank: She was ________ to feedback and worked hard to improve her skills. Hint: Starts with “a” and means “open to suggestion or cooperation”.","amenable amenable (uh-men-ih-bull) adj. open to suggestion or criticism adj. accountable"
"Name the vocab term: n. pain reliever Hint: starts with “a”","analgesic synonyms: painkiller, soother, anodyne, remedy, analgesic agent The doctor prescribed an analgesic to help manage the patient's pain after surgery."
"Fill in the blank: He shared a humorous ________ about his childhood during the family gathering. Hint: Starts with “a” and means “a short, amusing or interesting story”.","anecdote anecdote (ann-ik-dote) n. a story of a specific incident, used as an example or for entertainment"
"Name the vocab term: v. to declare invalid Hint: starts with “a”","annul synonyms: void, abolish, cancel, invalidate, nullify, revoke The court decided to annul the contract due to a breach of terms."
"Fill in the blank: His ________ tone made it difficult for the students to engage with the lesson. Hint: Starts with “d” and means “intended to teach”.","didactic didactic (die-dak-tick) adj. overly instructive or preachy"
"Name the vocab term: adj. lacking confidence; restrained or reserved Hint: starts with “d”","diffident synonyms: hesitant, unconfident, shy, timid, self-doubting Her diffident manner made her seem shy during the presentation, though her ideas were strong."
"Fill in the blank: The scent of flowers ________ through the air as we entered the garden. Hint: Starts with “d” and means “spread out or scattered”.","diffused diffuse (v. dih-fewz; adj. dih-fewss) v. to spread out adj. widely spread, scattered adj. wordy and rambling"
"Name the vocab term: adj. ruined, worn down Hint: starts with “d”","dilapidated synonyms: ramshackle, wasted, decayed, crumbling, deteriorated, neglected The dilapidated house on the corner had been abandoned for years."
"Fill in the blank: The doctor used eye drops to ________ his pupils for the examination. Hint: Starts with “d” and means “to expand or speak at length”.","dilate dilate (die-late) v. to widen or enlarge v. to give a long speech on a subject"
"Name the vocab term: n. a person with an interest in a topic without really committing n. a patron of the arts Hint: starts with “d”","dilettante synonyms: green, unskilled; artist, connoisseur, amateur, enthusiast, hobbyist As a dilettante, he dabbled in painting but never took it seriously."
"Fill in the blank: The choir sang a somber ________ at the funeral. Hint: Starts with “d” and means “a funeral song”.","dirge dirge (durge) n. a mournful song"
"Name the vocab term: v. to free from a misconception or error in thought Hint: starts with “d”","disabuse synonyms: correct, debunk, enlighten, clarify, set straight He worked hard to disabuse his friend of the belief in a common conspiracy theory."
"Fill in the blank: The manager's harsh treatment of employees began to ________ many from the company. Hint: Starts with “d” and means “to alienate the affection of”.","disaffect disaffect (diss-uh-fect) v. to make someone lose loyalty or affection"
"Define: discern (dih-surn)","v. to recognize, to recognize as different From a distance, it was difficult for Josh to discern who was waving at him. Prefix: dis- (from Latin, meaning “apart” or “asunder”); Root: cern (from Latin cernere, meaning “to separate” or “to distinguish”)"
"Define: discomfit (diss-kum-fit)","v. to unsettle v. to upset or prevent from succeeding The presence of the victim's family at the trial discomfited the accused. Prefix: dis- (from Latin, meaning “apart” or “asunder”); Root: comfit (from Latin confīcere, meaning “to make” or “to prepare”)"
"Define: hackneyed (hack-need)","adj. overdone or cliché The student's poem contained the hackneyed expressions that typically fill teenage diaries. Root: hackney (from Middle English, meaning “to use a horse for ordinary riding”), Suffix: -ed (used to form the past participle of regular verbs)"
"Define: hallmark (hall-mark)","n. a unique, identifying trait n. a mark used to indicate the purity of certain metals Complete obedience is the hallmark of a good soldier. Root: hall (from Old English heall, meaning “large room” or “hall”); Root: mark (from Old English mearc, meaning “boundary” or “sign”)"
"Define: harangue (huh-rang)","v. to speak with intense emotions n. a rant The lobbyists arrived at the senator's office expecting to make a deal, but instead they received a 45-minute harangue from the angry politician. Root: harangue (from Old Italian aringare, meaning “to speak in public”)"
"Define: hedonism (heed-in-iz-um)","n. dedication to pursuing pleasure Jake's hedonism became apparent when he quit his job rather than cancel his trip to the Bahamas. Root: hedon (from Greek hēdonē, meaning “pleasure”); Suffix: -ism (from Greek -ismos, indicating a practice or belief)"
"Define: tan (tan)","v. to whip v. to make leather out of animal hide He spent days tanning the leather properly. Root: tan (from Old English tannian, meaning “to convert hide into leather”)"
"Define: heretical (huh-ret-ih-kull)","adj. differing from official beliefs Galileo's discoveries of the nature of Earth's place in the universe were considered heretical at the time. Root: heretic (from Greek hairetikos, meaning “able to choose”); Suffix: -al (forming adjectives, meaning “relating to”)"
"Define: hieroglyphic (high-ruh-glif-ik)","adj. difficult to understand, mysterious The students could not read the teacher's hieroglyphic writing on the board. Root: hieros (from Greek, meaning “sacred”); Root: glyph (from Greek gluphē, meaning “carving”); Suffix: -ic (forming adjectives, meaning “pertaining to”)"
"Define: homogenous (hoe-modj-ih-nus)","adj. composed of similar or identical parts The audience was mostly a homogenous group of fashion design students, though one or two engineering students also attended. Prefix: homo- (from Greek, meaning “same”); Root: gen (from Greek genos, meaning “kind” or “race”); Suffix: -ous (forming adjectives, meaning “full of”)"
"Define: hone (hone)","v. to perfect v. to sharpen The swimmers spent all day in the water trying to hone their skills before the meet. Root: hone (from Old English hān, meaning “stone” or “rock”)"
"Define: husband (huz-bund)","v. to conserve The campers knew they would have to husband their supplies on their trip. Root: hus (from Old Norse hús, meaning “house”); Root: band (from Old Norse bóndi, meaning “occupier and tiller of the soil”)"
"Define: nonplussed (non-plust)","adj. confused She was nonplussed when her mother scolded her for no apparent reason. Prefix: non- (from Latin, meaning “not”); Root: plussed (from Latin plus, meaning “more”)"
"Define: noxious (knock-shuss)","adj. harmful in a physical or moral way Unfortunately, the group did not notice the noxious gas until it had claimed several victims. Root: nox (from Latin noxius, meaning “harmful”); Suffix: -ious (forming adjectives, meaning “characterized by”)"
"Define: nuance (new-awnss)","n. a small difference A trained scientist is sensitive to the nuances between these two seemingly identical procedures. Root: nuance (from Latin nubes, meaning “cloud”)"
"Define: obdurate (ob-duh-ritt)","adj. stubborn; inflexible and unyielding adj. emotionally cold; not compassionate Even when the witness began to cry, the accused remained obdurate and detached. Prefix: ob- (from Latin, meaning “against”); Root: dur (from Latin durus, meaning “hard”); Suffix: -ate (forming adjectives, meaning “having the quality of”)"
"Define: obsequious (ob-see-kwee-us)","adj. very submissive and flattering In industries where obsequious service is expected, one generally leaves a tip. Prefix: ob- (from Latin, meaning “toward”); Root: sequ (from Latin sequi, meaning “to follow”); Suffix: -ious (forming adjectives, meaning “characterized by”)"
"Define: obstinate (ob-stuh-nitt)","adj. stubborn, unyielding to change an opinion The obstinate woman refused to move out of the other customers' way. Prefix: ob- (from Latin, meaning “against”); Root: stin (from Latin stare, meaning “to stand”); Suffix: -ate (forming adjectives, meaning “having the quality of”)"
"Define: obviate (ob-vee-ehyt)","v. to anticipate and prevent v. to make obsolete The Internet has all but obviated the need for radio stations. Prefix: ob- (from Latin, meaning “against”); Root: via (from Latin, meaning “way” or “road”); Suffix: -ate (forming verbs, meaning “to make”)"
"Define: occlude (uh-clued)","v. to close or block off v. to combine opposite surfaces The only way out of the cabin was occluded by a mound of fresh snow. Prefix: oc- (variant of ob-, from Latin, meaning “against”); Root: clude (from Latin claudere, meaning “to close”)"
"Name the vocab term: v. to see clearly Hint: starts with “d”","discern synonyms: note, notice, focus, detect, perceive, distinguish She was able to discern the hidden meaning behind his words after careful reflection."
"Fill in the blank: The unexpected question ________ the speaker, causing him to lose his train of thought. Hint: Starts with “d” and means “embarrassed or disconcerted”.","discomfited discomfit (diss-kum-fit) v. to unsettle v. to upset or prevent from succeeding"
"Name the vocab term: adj. overdone or cliché Hint: starts with “h”","hackneyed synonyms: tired, common, trite, stale, unoriginal The movie's plot was filled with hackneyed dialogue that felt tired and unoriginal."
"Fill in the blank: Attention to detail is the ________ of a great designer. Hint: Starts with “h” and means “a distinctive feature or trait”.","hallmark hallmark (hall-mark) n. a unique, identifying trait n. a mark used to indicate the purity of certain metals"
"Name the vocab term: v. to speak with intense emotions n. a rant Hint: starts with “h”","harangue synonyms: diatribe, tirade, speech, lecture, oration The coach harangued his team after their lackluster performance. His harangue about politics lasted for nearly an hour."
"Fill in the blank: His lifestyle of constant parties and indulgence was a clear example of ________. Hint: Starts with “h” and means “pursuit of pleasure”.","hedonism hedonism (heed-in-iz-um) n. dedication to pursuing pleasure"
"Name the vocab term: v. to whip v. to make leather out of animal hide Hint: starts with “t”","tan synonyms: flog, beat, treat, process, skin In old times, sailors were often tanned for disobedience. The workers tanned the hides to create durable leather goods."
"Fill in the blank: His ________ views on religion caused him to be ostracized by the community. Hint: Starts with “h” and means “holding beliefs contrary to accepted doctrine”.","heretical heretical (huh-ret-ih-kull) adj. differing from official beliefs"
"Name the vocab term: adj. difficult to understand, mysterious Hint: starts with “h”","hieroglyphic synonyms: unclear, unreadable, cryptic, enigmatic, puzzling, obscure The professor's notes were so hieroglyphic that no one could make sense of them."
"Fill in the blank: The population of the small town was largely ________, with little cultural diversity. Hint: Starts with “h” and means “of the same kind”.","homogenous homogenous (hoe-modj-ih-nus) adj. composed of similar or identical parts"
"Name the vocab term: v. to perfect v. to sharpen Hint: starts with “h”","hone synonyms: train, discipline; whet, grind, refine, enhance, improve She spent years honing her skills as a pianist to reach a professional level. He used a stone to hone the blade of his knife."
"Fill in the blank: They carefully ________ their resources to ensure they would last through the winter. Hint: Starts with “h” and means “to manage resources carefully”.","husbanded husband (huz-bund) v. to conserve"
"Name the vocab term: adj. confused Hint: starts with “n”","nonplussed synonyms: perplexed, baffled, puzzled, bewildered, astonished, flabbergasted He was nonplussed by the strange behavior of his coworkers."
"Fill in the blank: The factory emitted ________ fumes that were dangerous to both the environment and the workers. Hint: Starts with “n” and means “harmful or poisonous”.","noxious noxious (knock-shuss) adj. harmful in a physical or moral way"
"Name the vocab term: n. a small difference Hint: starts with “n”","nuance synonyms: degree, subtlety, shade, distinction, variation The actor's performance captured every nuance of the character's emotions."
"Fill in the blank: Despite their pleas, the judge remained ________ in his decision to impose the harshest penalty. Hint: Starts with “o” and means “stubbornly refusing to change”.","obdurate obdurate (ob-duh-ritt) adj. emotionally cold; not compassionate"
"Name the vocab term: adj. very submissive and flattering Hint: starts with “o”","obsequious synonyms: flattering, sycophantic, servile, fawning, subservient His obsequious behavior towards his boss made him seem insincere and desperate for approval."
"Fill in the blank: Despite all the evidence, he remained ________ in his opinion. Hint: Starts with “o” and means “stubborn and inflexible”.","obstinate obstinate (ob-stuh-nitt) adj. stubborn"
"Name the vocab term: v. to anticipate and prevent v. to make obsolete Hint: starts with “o”","obviate synonyms: anticipate, counteract; inhibit, stymie, prevent, eliminate, preclude The new safety measures were put in place to obviate potential accidents. The introduction of digital cameras quickly obviated the need for film."
"Fill in the blank: The dentist noticed that the patient's teeth did not ________ properly, causing discomfort. Hint: Starts with “o” and means “to block or close off”.","occlude occlude (uh-clued) v. to close or block off v. to combine opposite surfaces"
