Front,Back
"Name the vocab term: n. glee; joy Hint: starts with “m”","mirth synonyms: cheer, amusement, happiness, delight, joyfulness The party was filled with mirth and laughter."
"Fill in the blank: His ________ lifestyle left him broke and alone. Hint: Starts with “d” and means “overindulging in pleasures”.","dissipated dissipated (dis-uh-pey-tid) adj. devoted to the pursuit of pleasure; hedonistic"
"Name the vocab term: n. hater of humanity Hint: starts with “m”","misanthrope synonyms: cynic, curmudgeon, recluse, hermit, introvert The old misanthrope avoided social interactions at all costs."
"Fill in the blank: Her ________ comments stirred up anger among her colleagues. Hint: Starts with “i” and means “likely to cause resentment”.","invidious invidious (in-vid-ee-uhs) adj. offensive, provoke resentment or ill-will"
"Name the vocab term: v. to misunderstand Hint: starts with “m”","misconstrue synonyms: distort, mistake, misread, misinterpret, misconceive, confuse He misconstrued her friendly gesture as romantic interest."
"Fill in the blank: The court decided to ________ her sentence. Hint: Starts with “r” and means “to cancel or send payment”.","remit remit (rih-mit) v. to transmit payment v. to refrain from exacting v. to pardon v. to desist, postpone or give up"
"Name the vocab term: v. to make smaller or less problematic Hint: starts with “m”","mitigate synonyms: diminish, lighten, alleviate, reduce, lessen The government tried to mitigate the impact of the economic downturn."
"Fill in the blank: The public ________ over his misconduct led to his resignation. Hint: Starts with “o” and means “public disgrace or shame”.","opprobrium opprobrium (uh-proh-bree-uhm) n. the disgrace felt by someone who has acted in an outrageously shameful manner, contempt"
"Name the vocab term: v. to decrease the strength of v. to make softer Hint: starts with “m”","mollify synonyms: disarm, smooth over, soften, calm, appease, soothe She tried to mollify his anger with a sincere apology. The doctor mollified the patient's concerns with comforting words."
"Fill in the blank: The project gained ________ after the initial success. Hint: Starts with “m” and means “driving force gained by motion”.","momentum momentum (moh-men-tum) n. strength built up by continued movement or development"
"Name the vocab term: adj. having great power or size adj. extreme Hint: starts with “p”","prodigious synonyms: massive, colossal, monumental, extraordinary, enormous, immense, vast The prodigious mountain loomed over the valley. Her prodigious talent earned her widespread recognition."
"Fill in the blank: The ________ in his voice made it clear he was angry. Hint: Starts with “a” and means “harshness of tone or manner”.","asperity asperity (uh-sper-ih-tee) n. severity, rigor n. acrimony, irritability"
"Name the vocab term: adj. immoral adj. recklessly extravagant Hint: starts with “p”","profligate synonyms: corrupt, degenerate; immoderate, lavish, wasteful, extravagant, dissipated His profligate behavior led to his downfall. She lived a profligate lifestyle, spending money on luxury items."
"Fill in the blank: The garden was ________ with blooming flowers. Hint: Starts with “p” and means “abundant or excessive”.","profuse profuse (pruh-fewss) adj. abundant adj. freely giving or spending"
"Name the vocab term: adj. unlucky, unfortunate, luckless Hint: starts with “h”","hapless synonyms: luckless, jinxed, unfortunate, ill-fated, doomed The hapless traveler missed his flight and lost his luggage."
"Fill in the blank: The patient's symptoms were ________ of a more serious condition. Hint: Starts with “p” and means “serving to predict a future event”.","prognostic prognostic (prog-noss-tick) n. a prediction adj. indicating future events"
"Define: proliferate (pruh-lif-er-ehyt)","v. to grow and spread quickly Tensions in the area proliferated after the civilian casualties. Prefix: pro- (from Latin, meaning 'forward' or 'forth'); Root: life (from Latin lifer, meaning 'life')"
"Define: puissant (pyoo-uh-suhnt)","adj. powerful, mighty A puissant leader can secure the success of an entire team. Root: potent (from Latin potens, meaning 'powerful')"
"Define: prone (prone)","adj. lying face or front downward adj. tending to behave or act a certain way Lucy was prone to cheat on tests, so the teachers placed her in a separate room. Root: pronus (from Latin, meaning 'leaning forward')"
"Define: propitiate (proh-pish-ee-ehyt)","v. to appease The custom was to propitiate the angry gods with a sacrifice. Prefix: pro- (from Latin, meaning 'for' or 'in favor of'); Root: pet (from Latin petere, meaning 'to seek')"
"Define: ineffable (in-eff-uh-buhl)","adj. incapable of being described in words After a long day you can find ineffable pleasure in a hot bath. Prefix: in- (from Latin, meaning 'not'); Root: fari (from Latin, meaning 'to speak'); Suffix: -able (from Latin, meaning 'capable of')"
"Define: propitious (pruh-pish-us)","adj. favorable The rainy weather was not propitious for the picnic they had planned. Prefix: pro- (from Latin, meaning 'for' or 'in favor of'); Root: pet (from Latin petere, meaning 'to seek'); Suffix: -ous (from Latin, meaning 'full of')"
"Define: propound (pruh-pound)","v. to propose or offer for consideration To make her point about the dangers of sunburns, Kate _propound_ed various theories about skin cancer and its links to ultraviolet radiation. Prefix: pro- (from Latin, meaning 'forward'); Root: ponere (from Latin, meaning 'to place' or 'to set')"
"Define: propriety (pruh-pry-ih-tee)","n. proper behavior A model housewife, Mary valued propriety and manners over everything else. Root: proprius (from Latin, meaning 'one's own' or 'proper'); Suffix: -ity (from Latin, indicating a state or condition)"
"Define: precipitate (prih-sip-ih-teyt)","adj. acting with haste or on impulse v. to cause or hasten an event The officer took precipitate action and wound up making the situation even worse. Prefix: pre- (from Latin, meaning 'before'); Root: caput (from Latin, meaning 'head')"
"Define: prosaic (pro-zay-ik)","adj. common; unimaginative Kate's realistic paintings of household objects were criticized as being too prosaic. Root: prosa (from Latin, meaning 'straightforward' or 'direct'); Suffix: -ic (from Latin, meaning 'pertaining to')"
"Define: prudent (proo-dent)","adj. practical; careful His assistant was particularly prudent when it came to keeping the company's secrets. Root: providere (from Latin, meaning 'to foresee'); Suffix: -ent (from Latin, indicating an agent or something performing an action)"
"Define: advert (ad-vurt)","v. to call or direct attention towards As soon as Jim saw the unsafe guardrail, he adverted everyone to the problem. Prefix: ad- (from Latin, meaning 'to' or 'toward'); Root: vertere (from Latin, meaning 'to turn')"
"Define: excoriate (ik-skawr-ee-eyt)","v. to condemn scathingly After the student's repetitive acts of bullying, the principal _excoriate_d him. Prefix: ex- (from Latin, meaning 'out of' or 'from'); Root: corium (from Latin, meaning 'skin' or 'hide')"
"Define: insipid (in-sip-id)","adj. bland, trite The film's insipid plot, like that of hundreds of others, centered on American agents thwarting a Russian spy ring. Prefix: in- (from Latin, meaning 'not'); Root: sapidus (from Latin, meaning 'tasty' or 'savory')"
"Define: sublimate (suhb-luh-meyt)","v. to change state of matter between solid and gaseous form without passing through a liquid stage v. to modify the expression of an instinctual impulse in a socially acceptable manner Dry ice sublimates directly from its solid ice form to the gas you see rising off of it. Prefix: sub- (from Latin, meaning 'under' or 'up to'); Root: limen (from Latin, meaning 'threshold')"
"Define: expatiate (ik-spey-shee-eyt)","v. to discuss or write about at great length Margie expatiated about her misfortunes until early in the morning. Prefix: ex- (from Latin, meaning 'out of'); Root: spatium (from Latin, meaning 'space' or 'room')"
"Define: precipitous (prih-sip-ih-tuhs)","adj. dangerously high or steep adj. done hastily and without care The economy suffered a precipitous decline in exports. Prefix: pre- (from Latin, meaning 'before'); Root: caput (from Latin, meaning 'head'); Suffix: -ous (from Latin, meaning 'full of')"
"Define: necromancy (nek-ruh-man-see)","n. the practice of communicating with the spirits of the dead n. black magic, black arts, or sorcery Aunt Pam claimed that necromancy was a way you could speak to your ancestors. Root: necro- (from Greek nekros, meaning 'dead'); Root: mancy (from Greek manteia, meaning 'divination')"
"Define: truculent (truhk-yuh-luhnt)","adj. cruel, ferocious, savage, brutal The truculent dictator did not care about the well-being of his people. Root: trux (from Latin, meaning 'fierce' or 'savage'); Suffix: -ulent (from Latin, meaning 'full of')"
"Define: depravity (dih-prav-ih-tee)","n. moral corruption or degradation The various depravities of modern society include an unhealthy obsession with the lives and deaths of celebrities. Prefix: de- (from Latin, meaning 'down' or 'away'); Root: pravus (from Latin, meaning 'crooked' or 'perverse'); Suffix: -ity (from Latin, indicating a state or condition)"
"Name the vocab term: v. to grow and spread quickly Hint: starts with “p”","proliferate synonyms: expand, develop, increase, multiply, escalate Rumors about the incident began to proliferate online."
"Fill in the blank: The king was a ________ ruler, feared by his enemies. Hint: Starts with “p” and means “powerful or mighty”.","puissant puissant (pyoo-uh-suhnt) adj. powerful, mighty"
"Name the vocab term: adj. lying face or front downward adj. tending to behave or act a certain way Hint: starts with “p”","prone synonyms: face down, flat, horizontal; likely, susceptible, vulnerable, inclined He lay prone on the grass, staring at the sky. She is prone to anxiety in stressful situations."
"Fill in the blank: He tried to ________ the angry crowd with a public apology. Hint: Starts with “p” and means “to appease or win favor”.","propitiate propitiate (proh-pish-ee-ehyt) v. to appease"
"Name the vocab term: adj. incapable of being described in words Hint: starts with “i”","ineffable synonyms: beyond words, indescribable, unutterable, sublime, inexpressible The beauty of the sunset was ineffable."
"Fill in the blank: The clear skies were a ________ sign for the outdoor event. Hint: Starts with “p” and means “favorable or promising”.","propitious propitious (pruh-pish-us) adj. favorable"
"Name the vocab term: v. to propose or offer for consideration Hint: starts with “p”","propound synonyms: counsel, advise, set forth, present, suggest, introduce She propounded a new solution to the problem."
"Fill in the blank: He always acted with ________ during formal meetings. Hint: Starts with “p” and means “conformity to accepted behavior”.","propriety propriety (pruh-pry-ih-tee) n. proper behavior"
"Name the vocab term: adj. acting with haste or on impulse v. to cause or hasten an event Hint: starts with “p”","precipitate synonyms: expedite, advance, hasten, provoke, trigger His precipitate decision led to unforeseen consequences. The sudden rain precipitated a halt to the outdoor concert."
"Fill in the blank: Her speech was filled with ________ statements, lacking creativity. Hint: Starts with “p” and means “lacking imagination; dull”.","prosaic prosaic (pro-zay-ik) adj. common; unimaginative"
"Name the vocab term: adj. practical; careful Hint: starts with “p”","prudent synonyms: canny, sagacious, wise, judicious, sensible It was a prudent decision to save money for emergencies."
"Fill in the blank: The article ________ to the growing environmental issues. Hint: Starts with “a” and means “called attention to”.","adverted advert (ad-vurt) v. to call or direct attention towards"
"Name the vocab term: v. to condemn scathingly Hint: starts with “e”","excoriate synonyms: berate, scathe, chastise, denounce, revile, attack The critics excoriated the movie for its poor script."
"Fill in the blank: The ________ conversation bored everyone at the table. Hint: Starts with “i” and means “lacking flavor or interest”.","insipid insipid (in-sip-id) adj. bland, trite"
"Name the vocab term: v. to change state of matter between solid and gaseous form without passing through a liquid stage v. to modify the expression of an instinctual impulse in a socially acceptable manner Hint: starts with “s”","sublimate synonyms: refine, transfer, redirect, transform, channel, convert Dry ice sublimates directly into gas. He sublimated his anger into intense physical exercise."
"Fill in the blank: She loved to ________ on her travels through Europe. Hint: Starts with “e” and means “to speak or write at length”.","expatiate expatiate (ik-spey-shee-eyt) v. to discuss or write about at great length"
"Name the vocab term: adj. dangerously high or steep adj. done hastily and without care Hint: starts with “p”","precipitous synonyms: steep, arduous, high; impulsive, abrupt, sudden, reckless The hikers carefully navigated the precipitous cliffs. His precipitous actions led to unfortunate consequences."
"Fill in the blank: The villagers feared the old woman practiced ________. Hint: Starts with “n” and means “magic involving communication with the dead”.","necromancy necromancy (nek-ruh-man-see) n. the practice of allegedly communicating with the spirits of the dead n. black magic, black arts, or sorcery"
"Name the vocab term: adj. cruel, ferocious, savage, brutal Hint: starts with “t”","truculent synonyms: abusive, aggressive, hostile, fierce, belligerent, combative His truculent attitude made him difficult to work with."
"Fill in the blank: The dictator's ________ shocked the entire nation. Hint: Starts with “d” and means “moral corruption”.","depravity depravity (dih-prav-ih-tee) n. moral corruption or degradation"
