Front,Back
"Fill in the blank: Her ________ observations helped the team solve the problem quickly. Hint: Starts with “a” and means “keenly perceptive or shrewd”.","astute astute (uh-stewt) adj. having practical intelligence and good judgment"
"Name the vocab term: adj. asking humbly, beseeching n. a person who requests or begs Hint: starts with “s”","suppliant synonyms: begging; beggar, seeker, humble, beseeching, pleading, imploring The suppliant tone of her voice revealed her deep desire for help. As a suppliant, he approached the council for assistance in his plight."
"Fill in the blank: Muscle ________ can occur when a person is bedridden for an extended period. Hint: Starts with “a” and means “wasting away of body or abilities”.","atrophy atrophy (at-ruh-fee) n. deterioration (esp. due to inactivity) v. to deteriorate, to waste away (esp. due to inactivity)"
"Name the vocab term: n. loss of the sense of smell Hint: starts with “a”","anosmia synonyms: without smell, smell loss, olfactory loss She was diagnosed with anosmia after a severe illness."
"Fill in the blank: The ________ decor of the room matched her minimalist lifestyle. Hint: Starts with “a” and means “severe or strict in manner”.","austere austere (aw-steer) adj. severe, strict, or very plain"
"Name the vocab term: adj. independent Hint: starts with “a”","autonomous synonyms: self-determining, independent, self-governing, sovereign, free, self-sufficient The island nation remained autonomous despite political pressures."
"Fill in the blank: The ________ invaders took everything of value from the village. Hint: Starts with “r” and means “aggressively greedy”.","rapacious rapacious (ruh-pey-shuhs) adj. voracious, greedy, plundering"
"Name the vocab term: n. insatiable greed Hint: starts with “a”","avarice synonyms: selfishness, ambition, greed, covetousness, insatiability, materialism His avarice led him to exploit his employees without remorse."
"Fill in the blank: Even in the face of disaster, he remained ________ and calm. Hint: Starts with “u” and means “calm under pressure”.","unflappable unflappable (uhn-flap-uh-buhl) adj. not easily upset or excited (e.g., in a crisis)"
"Name the vocab term: v. to declare as true Hint: starts with “a”","aver synonyms: affirm, assert, declare, state She averred her innocence during the trial."
"Fill in the blank: The harsh criticism seemed to ________ his confidence in the project. Hint: Starts with “e” and means “weaken or deprive of strength”.","emasculate emasculate (uh-mass-kyuh-leyt) v. to castrate or make effeminate v. to weaken"
"Define: dormant (door-munt)","adj. inactive for a period of time The dormant volcano erupted unexpectedly, injuring many. Root: dorm (from Latin dormire, meaning “to sleep”)"
"Define: recumbent (rih-kuhm-buhnt)","adj. leaning, lying down He sat recumbent on the picnic blanket. Prefix: re- (meaning “back” or “again”), Root: cumb (from Latin cumbere, meaning “to lie down”)"
"Define: dote (dote)","v. to show excessive affection Her parents were strict but her grandparents always doted on her and showered her with gifts. Root: dot (from Middle English doten, meaning “to be foolish”)"
"Define: frangible (fran-djuh-buhl)","adj. fragile; easily broken The frangible statue was accidently pushed over and shattered. Root: frang (from Latin frangere, meaning “to break”), Suffix: -ible (meaning “capable of”)"
"Define: dupe (dewp)","n. a person who is easily tricked v. to deceive The lying politician made those who had voted for him seem like dupes. Root: dup (from French dupe, meaning “deceived person”)"
"Define: magnanimous (mag-nan-uh-muhss)","adj. noble in spirit, generous in forgiving others Susan's magnanimous personality made her many life-long friends. Prefix: magn- (from Latin magnus, meaning “great”), Root: anim (from Latin animus, meaning “mind” or “spirit”), Suffix: -ous (meaning “full of”)"
"Define: ebb (eb)","v. to decrease or recede n. a decline n. the outward flow of the tide Her affection for him began to ebb a few days after the hasty wedding. Root: ebb (from Old English ebbian, meaning “to recede”)"
"Define: wizen (wiz-uhn)","adj. shriveled, wrinkled, or withered, as of with old age A wizened old man was walking through the park. Root: wiz (from Middle English wisen, meaning “to dry up”)"
"Define: countermand (koun-ter-mand)","v. to annul, cancel, make a contrary order The general countermanded his previous order to retreat, telling the men to march straight into battle. Prefix: counter- (meaning “against”), Root: mand (from Latin mandare, meaning “to order”)"
"Define: ebullient (ih-buhl-yunt)","adj. very excited; joyously enthusiastic Linda was ebullient when she made it into the semifinals. Prefix: e- (meaning “out”), Root: bull (from Latin bullire, meaning “to boil”), Suffix: -ient (indicating an adjective form)"
"Define:: apogee (ap-uh-djee)","n. the highest point, zenith The apogee of the roller coaster terrified even the most seasoned riders. Prefix: apo- (from Greek, meaning “away from”), Root: gee (from Greek gē, meaning “earth”)"
"Define: ecclesiastical (ih-klee-zee-ass-tih-kuhl)","adj. relating to the church Mary decided to take up her ecclesiastical concerns with the local priest. Root: ecclesi (from Greek ekklesia, meaning “assembly”), Suffix: -astical (relating to or characteristic of)"
"Define: eclectic (ih-klek-tik)","adj. composed of parts from many different sources The girl's fashion sense was an eclectic mix of conservative Victorian and colorful modern styles. Prefix: ec- (from Greek ek, meaning “out”), Root: lect (from Greek legein, meaning “to choose”)"
"Define: edify (ed-ih-fahy)","v. to educate, instruct, or benefit, especially morally or spiritually; uplift John attempted to edify the impolite young man. Root: ed (from Latin aedificare, meaning “to build”), Suffix: -ify (meaning “to make”)"
"Define: efficacious (eff-ih-kay-shuss)","adj. producing or able to produce a desired result The woman insisted that her herbal medicines would be the most efficacious remedy for the young patient. Root: effic (from Latin efficere, meaning “to accomplish”), Suffix: -acious (indicating having the quality of)"
"Define: puerile (pyoo-er-ill)","adj. childish, immature The comedian had a puerile sense of humor, invoking the bathroom in practically every joke. Root: puer (from Latin puer, meaning “boy”), Suffix: -ile (indicating relating to or capable of)"
"Define: effrontery (ih-frun-tuh-ree)","n. unjustified arrogance or boldness Although my sister had not invited me to her party, she had the effrontery to ask me for help setting up. Prefix: ef- (variant of ex-, meaning “out”), Root: front (from Latin frons, meaning “forehead” or “front”)"
"Define: effusive (ih-few-siv)","adj. related to excessive or unchecked emotion; expressing feelings of gratitude Susan's effusive praise of Ramon's new car made him think that perhaps she didn't really like it. Prefix: ef- (variant of ex-, meaning “out”), Root: fus (from Latin fundere, meaning “to pour”), Suffix: -ive (indicating having the nature of)"
"Define: tortuous (tawr-choo-uhs)","adj. winding, excessively complicated The philosopher made a tortuous argument that not many of his students followed. Root: tort (from Latin torquere, meaning “to twist”), Suffix: -uous (indicating full of or having the quality of)"
"Define: debauchery (dih-baw-chuh-ree)","n. extreme sensual indulgence The debauchery in the movie was enough to make me blush. Prefix: de- (indicating removal or reversal), Root: bauch (from Middle French baucher, meaning “to turn aside”), Suffix: -ery (indicating a practice or condition)"
"Name the vocab term: adj. inactive for a period of time Hint: starts with “d”","dormant synonyms: inactive, sleeping, inoperative, latent, idle, resting The volcano has been dormant for centuries."
"Fill in the blank: He remained ________ on the couch, watching TV. Hint: Starts with “r” and means “lying down”.","recumbent recumbent (rih-kuhm-buhnt) adj. leaning, lying down"
"Name the vocab term: v. to show excessive affection Hint: starts with “d”","dote synonyms: favor, cherish, adore, pamper She couldn't help but dote on her new puppy."
"Fill in the blank: The ________ glass shattered upon impact. Hint: Starts with “f” and means “fragile or breakable”.","frangible frangible (fran-djuh-buhl) adj. fragile; easily broken"
"Name the vocab term: n. a person who is easily tricked v. to deceive Hint: starts with “d”","dupe synonyms: chump, sucker, victim, fool, gull He was such a dupe, falling for every scam. The con artist duped him into giving away his money."
"Fill in the blank: Her ________ gesture of forgiveness surprised everyone. Hint: Starts with “m” and means “generous and forgiving”.","magnanimous magnanimous (mag-nan-uh-muhss) adj. noble in spirit, generous in forgiving others"
"Name the vocab term: v. to decrease or recede n. a decline n. the outward flow of the tide Hint: starts with “e”","ebb synonyms: subside; regression, decline, diminution, retreat As the excitement began to ebb, the crowd slowly dispersed. The ebb of support left the candidate discouraged."
"Fill in the blank: The once vibrant flowers began to ________ in the heat. Hint: Starts with “w” and means “to shrivel or dry up”.","wizen wizen (wiz-uhn) v. to shrivel, wrinkle, or wither, as of old age"
"Name the vocab term: v. to annul or cancel; to give a contrary order Hint: starts with “c”","countermand synonyms: override, recall, revoke, rescind, retract The general countermanded the earlier attack order."
"Fill in the blank: The ________ crowd cheered loudly for their team. Hint: Starts with “e” and means “cheerful and full of energy”.","ebullient ebullient (ih-buhl-yunt) adj. very excited; joyously enthusiastic"
"Name the vocab term: n. the highest point, zenith Hint: starts with “a”","apogee synonyms: pinnacle, apex, summit, peak The astronaut reached the apogee of his career with the moon landing."
"Fill in the blank: The ________ leaders gathered for the annual conference. Hint: Starts with “e” and means “relating to the church”.","ecclesiastical ecclesiastical (ih-klee-zee-ass-tih-kuhl) adj. relating to the church"
"Name the vocab term: adj. composed of parts from many different sources Hint: starts with “e”","eclectic synonyms: heterogeneous, multifarious, varied, diverse Her music taste is quite eclectic, ranging from classical to punk rock."
"Fill in the blank: The speaker's words were meant to ________ the audience. Hint: Starts with “e” and means “to instruct morally or intellectually”.","edify edify (ed-ih-fahy) v. to educate, instruct, or benefit, especially morally or spiritually; uplift"
"Name the vocab term: adj. producing or able to produce a desired result Hint: starts with “e”","efficacious synonyms: efficient, capable, effective, potent The treatment was efficacious in curing the disease."
"Fill in the blank: His ________ jokes irritated everyone at the meeting. Hint: Starts with “p” and means “childishly silly”.","puerile puerile (pyoo-er-ill) adj. childish, immature"
"Name the vocab term: n. unjustified arrogance or boldness Hint: starts with “e”","effrontery synonyms: audacity, impudence, brashness, insolence He had the effrontery to insult the host at the dinner party."
"Fill in the blank: Her ________ praise made everyone in the room uncomfortable. Hint: Starts with “e” and means “expressing feelings freely or unrestrainedly”.","effusive effusive (ih-few-siv) adj. related to excessive or unchecked emotion; expressing feelings of gratitude"
"Name the vocab term: adj. winding, excessively complicated Hint: starts with “t”","tortuous synonyms: ambiguous, convoluted, indirect, circuitous, twisted The legal contract was so tortuous that no one could understand it."
"Fill in the blank: The party was known for its ________ and excess. Hint: Starts with “d” and means “excessive indulgence in pleasures”.","debauchery debauchery (dih-baw-chuh-ree) n. extreme sensual indulgence"
