Front,Back
"Define: intractable (in-track-tuh-bull)","adj. not easily managed or governed adj. not easily manipulated or molded adj. not easily treated The horse was too intractable to be used in the race. Prefix: in- (from Latin in, meaning “not”); Root: tract (from Latin tractare, meaning “to handle” or “to manage”); Suffix: -able (forming adjectives, meaning “capable of”)"
"Define: laconic (luh-con-ik)","adj. brief and direct, often to the point of seeming rude Kevin's laconic response was unfortunately perceived as a rebuff and he was not invited to any more gatherings. Root: lacon (from Greek Lakōn, referring to the region of Laconia, known for its terse speech); Suffix: -ic (forming adjectives, meaning “having the nature of”)"
"Name the vocab term: n. trickery or duplicity Hint: starts with “g”","guile synonyms: slyness, deceit, cunning, trickery, deception The con artist used guile to swindle unsuspecting victims out of their savings."
"Fill in the blank: Her claim that she could run a mile in under four minutes was pure ______. Hint: Starts with “h” and means “exaggeration for effect”.","hyperbole hyperbole (hahy-pur-buh-lee) n. exaggeration"
"Name the vocab term: n. one who challenges generally accepted beliefs and traditions Hint: starts with “i”","iconoclast synonyms: detractor, cynic, dissenter, rebel, nonconformist As an iconoclast, he often questioned the status quo and pushed for innovative ideas."
"Fill in the blank: His habit of wearing mismatched socks was just one of his many ______. Hint: Starts with “i” and means “a unique personal trait”.","idiosyncrasies idiosyncrasy (id-ee-owe-sing-kruh-see) n. a peculiar way of behaving or thinking"
"Name the vocab term: n. a scene of simple and tranquil nature n. a short poem about such a scene Hint: starts with “i”","idyll synonyms: ballad, lyric, pastoral, tranquil scene, haven The garden was an idyll, with blooming flowers and gentle breezes that brought a sense of peace. The poet composed an idyll celebrating the beauty of a quiet countryside at dawn."
"Fill in the blank: The laws of physics are considered ______, remaining constant regardless of circumstances. Hint: Starts with “i” and means “unchanging over time”.","immutable immutable (ih-mew-tuh-bull) adj. not susceptible to change"
"Name the vocab term: adj. proud and arrogant Hint: starts with “i”","imperious synonyms: haughty, domineering, overbearing, arrogant. Her imperious demeanor made it clear that she expected everyone to obey her commands without question."
"Fill in the blank: His ______ decision to quit his job without a backup plan left him in a difficult situation. Hint: Starts with “i” and means “acting hastily without thought”.","impetuous impetuous (im-pech-oo-us) adj. hasty and lacking in thought"
"Name the vocab term: n. a force that encourages or pushes forward a certain activity n. a force that moves an object Hint: starts with “i”","impetus synonyms: driving force, push, incentive, momentum, stimulus The grant provided the impetus for the researchers to expand their study. The wind acted as an impetus, propelling the sailboat swiftly across the water."
"Fill in the blank: Her ______ anger left no room for negotiation after the betrayal. Hint: Starts with “i” and means “unable to be appeased”.","implacable implacable (im-plack-ih-bull) adj. impossible to calm or satisfy"
"Name the vocab term: adj. not able to move adj. having no energy or interest adj. chemically inactive Hint: starts with “i”","inert synonyms: lifeless, still, inactive, dormant, motionless, sluggish, torpid The heavy boulder remained inert on the hillside, refusing to budge. After a long day at work, I felt completely inert and unable to do anything productive."
"Fill in the blank: The scientist believed his method was ______, but unforeseen variables led to unexpected results. Hint: Starts with “i” and means “incapable of being wrong”.","infallible infallible (in-fal-ih-bull) adj. incapable of error"
"Name the vocab term: adj. unable to mask feelings adj. lacking worldliness; innocent or unsuspecting Hint: starts with “i”","ingenuous synonyms: direct, genuine, naive, straightforward, innocent, candid His ingenuous expression revealed his true emotions, making it clear how he felt. The ingenuous child believed every word in the fairy tale, unaware of the harsh realities of life."
"Fill in the blank: The ______ practices of the corrupt regime shocked the international community. Hint: Starts with “i” and means “grossly unfair or immoral”.","iniquitous iniquitous (ih-nick-wih-tuss) adj. wicked or unjust"
"Name the vocab term: adj. not likely to injure or harm adj. not controversial adj. uninspiring or uninteresting Hint: starts with “i”","innocuous synonyms: harmless, drab, safe, benign, insipid The new policy was designed to be innocuous, ensuring that it would not adversely affect any employees. Her comments were innocuous, sparking no debates or disagreements among the group."
"Fill in the blank: The doctor will ______ you against the flu this season. Hint: Starts with “i” and means “to protect against disease by introducing a vaccine”.","inoculate inoculate (ih-nock-yuh-late) v. to vaccinate; to introduce an idea/attitude into the mind of"
"Name the vocab term: n. rudeness; a lack of respect Hint: starts with “i”","insolence synonyms: nerve, impudence, rudeness, disrespect, audacity His insolence towards the teacher resulted in a detention."
"Fill in the blank: His ______ perspective made it difficult for him to understand viewpoints different from his own. Hint: Starts with “i” and means “narrow-minded or isolated”.","insular insular (in-suh-lurr) adj. limited in outlook adj. physically or emotionally removed from others"
"Name the vocab term: adj. not easily managed or governed adj. not easily manipulated or molded adj. not easily treated Hint: starts with “i”","intractable synonyms: unresponsive, refractory, stubborn, difficult, obstinate The intractable patient refused to follow the treatment plan, making it challenging for the doctors to help him. The intractable problem continued to baffle the researchers, who struggled to find a solution."
"Fill in the blank: His ______ replies made it hard to tell what he was really thinking. Hint: Starts with “l” and means “using very few words”.","laconic laconic (luh-con-ik) adj. brief and direct, often to the point of seeming rude"
"Define: lampoon (lam-poon)","n. a sharp satire mocking a person or group through an artistic medium v. to satirize or attack in such a style Many modern comedies focus solely on lampooning typical films from a variety of genres. Root: lamp- (from French lampon, meaning “let us drink”)"
"Define: latent (lehy-tent)","adj. present or existing but not currently visible The doctor explained that she had died of a latent heart condition that was not detected until it was too late to treat. Root: lat- (from Latin latere, meaning “to lie hidden”)"
"Define: lattice (lat-is)","n. a pattern consisting of, or resembling, an interwoven frame made by crisscrossing strips The back of the antique mirror was made of a lattice of rich, dark wood. Root: latt- (from Latin latticium, meaning “lattice work”)"
"Define: laud (lawd)","v. to praise or glorify When he returned home, his relatives and friends lauded him for his bravery on the battlefield. Root: laud- (from Latin laudare, meaning “to praise”)"
"Define: leaven (lev-un)","v. to have an enlivening or lightening influence The few jokes he threw in did nothing to leaven his grim sermon. Root: lev- (from Latin levare, meaning “to raise”)"
"Define: lethargic (luh-thar-djick)","adj. physically or mentally slow Although I have gotten over the worst of my illness, I am still too lethargic to do anything but stay in bed. Root: letharg- (from Greek lēthargos, meaning “forgetful”)"
"Define: levy (lev-ee)","v. to impose and collect n. a charge imposed The government decided that the best way to deal with the problem was to levy a new tax on the ownership of pets. Root: lev- (from Latin levare, meaning “to raise”)"
"Define: mean (meen)","adj. low in status or quality n. a point between two extremes Ali is a moderate, preferring to choose the mean when faced with extreme leftist and rightist arguments. Root: mean- (from Old English gemǣne, meaning “common”)"
"Define: meander (mee-an-dur)","v. to wander in a leisurely manner I have a tendency to meander about my large garden when I'm bored. Root: meander- (from Greek Maiandros, a river known for its winding course)"
"Define: medley (med-lee)","n. a mixture of dissimilar things n. a musical composition of melodies from different songs The local singing group is renowned for their medley of popular Beatles songs. Root: med- (from Old French mesler, meaning “to mix”)"
"Define: melancholy (mel-un-kol-ee)","n. a feeling of deep sadness adj. sad, dejected After her husband's departure, she spent months wallowing in melancholy. Root: melan- (from Greek melas, meaning “black”) and chol- (from Greek chole, meaning “bile”)"
"Define: mercurial (mur-cure-ee-ul)","adj. subject to sudden changes in mood adj. lively and quick My mother's mercurial temperament makes it impossible to predict how she will react to bad news. Root: mercur- (from Latin Mercurius, the Roman god Mercury, known for his speed and changeability)"
"Define: monotonous (muh-not-ih-nuss)","adj. tedious, repetitive adj. characterized by a tone of unvarying pitch My new job consists of putting letters into envelopes, organizing files in alphabetical order, and other monotonous tasks. Prefix: mono- (from Greek monos, meaning “single”) and Root: ton- (from Greek tonos, meaning “tone”)"
"Define: moratorium (more-uh-tore-ee-um)","n. suspension of activity Failing to secure the necessary signatures for a referendum, the group tried to secure a moratorium on gay marriages while their challenge was heard by the courts. Root: mora- (from Latin mora, meaning “delay”)"
"Define: mores (more-ehyz)","n. the accepted customs of a particular group She went against the mores of her community when she decided to keep her maiden name. Root: mor- (from Latin mores, meaning “customs”)"
"Define: morphology (more-fol-uh-djee)","n. the study of form or structure Her interest in drawing bushes and flowers logically led her to read up on plant morphology. Root: morph- (from Greek morphē, meaning “form”) and Suffix: -ology (from Greek logia, meaning “study of”)"
"Define: muse (mewz)","v. to reflect deeply on a subject The students mused over the message of the teacher's final lecture well after the class had ended. Root: mus- (from Greek Mousa, referring to the Muses, the inspirational goddesses of the arts)"
"Define: nadir (nehy-dur)","n. the lowest point Stevenson has said that the weather is generally the “very nadir” of interesting conversational topics. Root: nadir- (from Arabic nazir, meaning “opposite”)"
"Define: nascent (neyss-unt)","adj. just coming into existence The nascent after-school program was already attracting the interest of a lot of parents and students. Root: nasc- (from Latin nasci, meaning “to be born”)"
"Define: nebulous (neb-yuh-luss)","adj. unclear or vague Their plans for the new student center were as yet too nebulous to take to the board of directors for approval. Root: nebul- (from Latin nebula, meaning “mist” or “cloud”)"
"Name the vocab term: n. a sharp satire mocking a person or group through an artistic medium v. to satirize or attack in such a style Hint: starts with “l”","lampoon synonyms: parody, satire, spoof, ridicule The political cartoon was a biting lampoon of the mayor's controversial policies. The comedian loved to lampoon celebrities, turning their quirks into hilarious sketches."
"Fill in the blank: The ______ talent of the artist only emerged after years of practice. Hint: Starts with “l” and means “hidden but capable of emerging”.","latent latent (lehy-tent) adj. present or existing but not currently visible"
"Name the vocab term: adj. a pattern consisting of, or resembling, an interwoven frame made by crisscrossing strips Hint: starts with “l”","lattice synonyms: mesh, filigree, net, grid, framework, trellis The garden was adorned with a beautiful lattice covered in climbing roses."
"Fill in the blank: The community gathered to ______ the firefighters for their bravery during the rescue. Hint: Starts with “l” and means “to praise highly”.","laud laud (lawd) v. to praise or glorify"
"Name the vocab term: v. to have an enlivening or lightening influence Hint: starts with “l”","leaven synonyms: raise, lighten, stimulate, inspire Her enthusiasm helped to leaven the atmosphere during the otherwise dull meeting."
"Fill in the blank: After staying up late, I felt ______ and struggled to concentrate on my work. Hint: Starts with “l” and means “sluggish and lacking energy”.","lethargic lethargic (luh-thar-djick) adj. physically or mentally slow"
"Name the vocab term: v. to impose and collect n. a charge imposed Hint: starts with “l”","levy synonyms: demand, exact, impose; tax, fee, charge, assessment The city council decided to levy a fine on homeowners who did not comply with the new regulations. The levy on sugary drinks was implemented to encourage healthier choices among consumers."
"Fill in the blank: His ______ attitude towards his coworkers made the office environment quite uncomfortable. Hint: Starts with “m” and means “unkind or inferior in quality”.","mean mean (meen) adj. low in status or quality n. a point between two extremes"
"Name the vocab term: v. to wander in a leisurely manner Hint: starts with “m”","meander synonyms: drift, ramble, traipse, stroll, roam She liked to meander through the park on sunny afternoons."
"Fill in the blank: The buffet featured a ______ of international dishes, showcasing flavors from around the world. Hint: Starts with “m” and means “a mixture of different things”.","medley medley (med-lee) n. a mixture of dissimilar things n. a musical composition of melodies from different songs"
"Name the vocab term: n. a feeling of deep sadness adj. sad, dejected Hint: starts with “m”","melancholy synonyms: dejected, downcast, sad, sorrowful, gloomy After the breakup, she was overwhelmed by a profound sense of melancholy that lingered for weeks. He wore a melancholy expression as he reminisced about his childhood."
"Fill in the blank: Her ______ personality made it difficult for her friends to know how she would react to any situation. Hint: Starts with “m” and means “subject to sudden mood changes”.","mercurial mercurial (mur-cure-ee-ul) adj. subject to sudden changes in mood adj. lively and quick"
"Name the vocab term: adj. tedious, repetitive adj. characterized by a tone of unvarying pitch Hint: starts with “m”","monotonous synonyms: droning, unchanging, repetitive, tedious The monotonous task of sorting through endless paperwork drained her energy. His monotonous voice made it hard for the audience to stay focused during the lecture."
"Fill in the blank: The government placed a ______ on new housing developments. Hint: Starts with “m” and means “a temporary suspension of activity”.","moratorium moratorium (more-uh-tore-ee-um) adj. suspension of activity"
"Name the vocab term: n. the accepted customs of a particular group Hint: starts with “m”","mores synonyms: codes, ways, etiquette, ritual, customs, practices, norms Breaking the mores of her community led to widespread disapproval."
"Fill in the blank: Her research focused on the ______ of plant cells. Hint: Starts with “m” and means “the study of forms and structures”.","morphology morphology (more-fol-uh-djee) n. the study of form or structure"
"Name the vocab term: v. to reflect deeply on a subject Hint: starts with “m”","muse synonyms: contemplate, ponder, reflect, ruminate She would often muse over the meaning of life during quiet walks."
"Fill in the blank: The company's financial struggles reached their ______ when it declared bankruptcy. Hint: Starts with “n” and means “the lowest point”.","nadir nadir (nehy-dur) n. the lowest point"
"Name the vocab term: adj. just coming into existence Hint: starts with “n”","nascent synonyms: developing, beginning, emerging, fledgling The nascent technology showed great promise for the future."
"Fill in the blank: His plans for the future remained ______ and undefined. Hint: Starts with “n” and means “unclear or vague”.","nebulous nebulous (neb-yuh-luss) adj. unclear or vague"
