Front,Back
"Name the vocab term: adj. impossible to remove or to forget Hint: starts with “i”","indelible synonyms: enduring, lasting, unforgettable, permanent, ineradicable The indelible memories of her childhood shaped who she became."
"Fill in the blank: The ________ regulations made it difficult for small businesses to operate. Hint: Starts with “b” and means “overly complicated or secretive”.","byzantine byzantine (biz-uhn-teen) adj. labyrinthine, complex. intricate"
"Name the vocab term: v. to attack verbally, deprecate Hint: starts with “i”","inveigh synonyms: remonstrate, lambaste, berate, rail against He began to inveigh against the new policies during the meeting."
"Fill in the blank: His ________ of forgetting to RSVP was forgiven by his friends. Hint: Starts with “p” and means “a minor offense”.","peccadillo peccadillo (pek-uh-dil-oh) n. slight infraction of rules, a minor sin"
"Name the vocab term: n. a formal and elaborate public compliment; praise, laudation Hint: starts with “p”","panegyric synonyms: flattery, compliment, credit, tribute, eulogy The mayor delivered a panegyric in honor of the retiring teacher."
"Fill in the blank: After a long day, he ________ a cold beer on the porch. Hint: Starts with “q” and means “drank heartily”.","quaffed quaff (kwaf) v. to drink deeply; to intoxicate oneself with great enjoyment"
"Name the vocab term: adj. not fully formed Hint: starts with “i”","inchoate synonyms: undeveloped, beginning, elementary, nascent, rudimentary The inchoate idea needed more development before it could be presented."
"Fill in the blank: His first ________ at painting was filled with bold colors and energy. Hint: Starts with “e” and means “to attempt or try”.","essay essay (n., ess-ey; v., ess-ey) n. an attempt or trial v. to test, try, experiment, investigate"
"Name the vocab term: adj. quick to understand or perceptive adj. clearly expressed; decisive Hint: starts with “i”","incisive synonyms: intelligent, quick; clear-cut, shrewd, sharp Her incisive comments during the discussion highlighted her deep understanding of the topic. The CEO's incisive speech laid out the company's vision with clarity."
"Fill in the blank: His ________ behavior in school led to multiple suspensions. Hint: Starts with “i” and means “incapable of being corrected”.","incorrigible incorrigible (in-kor-ih-juh-bull) adj. unable to be corrected or reformed"
"Name the vocab term: v. to teach by frequent repetition Hint: starts with “i”","inculcate synonyms: communicate, drill, instill, impart, indoctrinate The teacher aimed to inculcate good study habits in her students."
"Fill in the blank: The ________ cultures of the region have rich traditions and histories. Hint: Starts with “i” and means “native to a particular region”.","indigenous indigenous (in-didj-ih-nuss) adj. originating in a certain place"
"Name the vocab term: adj. extremely poor Hint: starts with “i”","indigent synonyms: destitute, impoverished, needy, penniless The charity provides support for indigent families in the community."
"Fill in the blank: His ________ attitude made it difficult for him to meet deadlines. Hint: Starts with “i” and means “habitually lazy”.","indolent indolent (in-dull-uhnt) adj. habitually lazy adj. causing little or no pain"
"Name the vocab term: adj. fragrant, suggestive or evocative Hint: starts with “r”","redolent synonyms: aromatic, imbued with, scented, perfumed The garden was redolent with the scent of blooming flowers."
"Fill in the blank: Her ________ nature led her to save money for emergencies. Hint: Starts with “p” and means “careful in providing for the future”.","provident provident (prov-ih-duhnt) adj. looking to the future adj. frugal"
"Define: untoward (uhn-tawrd)","adj. troublesome, unruly, adverse, or indecent This is not the first time I have noted untoward similarities between those two students' papers. Prefix: un- (meaning “not” or “opposite of”)"
"Define: paean (pee-uhn)","n. a song or expression of joy or praise After their country won the World Cup, the band wrote a paean to the national team that became a Top 20 hit. Root: paean (from Greek paian, meaning “hymn of praise”)"
"Define: aspersion (uh-spur-zhuhn)","n. the act of defamation or maligning; a derogatory remark The aspersions cast by his political opponent took weeks to eradicate. Root: sperse (from Latin spargere, meaning “to scatter”)"
"Define: lucid (lue-sid)","adj. easy to understand adj. transparent (permitting light to pass through) adj. having a clear mind The artist was unable to express his abstract ideas in a lucid manner. Root: luc (from Latin lucidus, meaning “light” or “clear”)"
"Define: luminous (lue-muh-nus)","adj. emitting light; bright adj. enlightening My friend raves about this “luminous” collection of poems, though I didn't think it was particularly insightful. Root: lumin (from Latin luminare, meaning “to light up”)"
"Define: luxuriant (lug-zhure-ee-unt)","adj. growing in extreme abundance adj. luxurious and complexly detailed Anne's luxuriant garden was considered the nicest in the neighborhood. Root: lux (from Latin luxus, meaning “excess”)"
"Define: malevolent (muh-lev-uh-lunt)","adj. wishing evil on others The malevolent old woman was always trying to make her neighbors miserable. Prefix: mal- (meaning “bad” or “evil”), Root: vol (from Latin velle, meaning “to wish”)"
"Define: manifest (man-ih-fest)","n. a list of the people aboard a ship or plane adj. clearly apparent v. to exhibit a quality Linda's laziness was manifest in the messy state of her apartment. Root: manu (from Latin manus, meaning “hand”), Root: fest (from Latin festus, meaning “struck”)"
"Define: mannered (man-urd)","adj. artificial or affected The pretentious socialite had a mannered way of speaking that did not impress many of her peers. Root: manner (from Old French maniere, meaning “way” or “style”)"
"Define: mantle (man-tul)","n. a covering or concealing object n. a symbol of power or duty Amid the spate of resignations at town hall, the untested woman was forced to accept the mantle of leadership as the town's youngest mayor ever. Root: mantle (from Latin mantellum, meaning “cloak”)"
"Define: mar (mar)","v. to make imperfect n. a mark that damages the appearance of something Although entertaining and well-written, the screenplay was marred by its dependence on stereotypes instead of well-developed characters. Root: mar (from Old English merran, meaning “to hinder” or “to damage”)"
"Define: martinet (mar-tih-net)","n. one who demands strict adherence to rules The nanny was hired for the unruly children because of her reputation as a martinet who would be sure to keep them in line. Root: martinet (from the name of Jean Martinet, a strict drillmaster)"
"Define: matrix (may-tricks)","n. a place in which something originates or develops This computer program is the matrix for the movie's digital art. Root: matr (from Latin matrix, meaning “womb” or “source”)"
"Define: palette (pal-it)","n. a board used by artists to mix paint colors n. a range of colors The poor artist managed to make an interesting piece with a palette of only black and white. Root: pale (from Latin pala, meaning “shovel” or “spade”)"
"Define: paradigm (pair-ih-dahym)","n. a standard example n. a pattern or model He used the Civil War as a historical paradigm to support his point. Root: para (from Greek para, meaning “beside”), Root: deik (from Greek deiknynai, meaning “to show”)"
"Define: paramount (pair-ih-mount)","adj. most important Educational reform was a paramount issue for both mayoral candidates. Prefix: para- (meaning “beyond”), Root: mount (from Latin mons, meaning “mountain”)"
"Define: parch (parch)","v. to make dry v. to make thirsty The sun's intense heat parched the ground and wilted the leaves on the trees. Root: parch (from Middle English perchen, meaning “to dry”)"
"Define: parsimonious (par-suh-moh-nee-us)","adj. frugal; cheap Her aunt was too parsimonious to chip in for the family's annual reunion. Root: pars (from Latin parsimonia, meaning “frugality”)"
"Define: pathology (pah-thol-uh-djee)","n. the study of disease n. a disease's progression or manifestation An oncologist concerns herself with the pathology of cancer. Root: path (from Greek pathos, meaning “suffering” or “disease”), Suffix: -logy (meaning “study of”)"
"Define: paucity (paw-suh-tee)","n. a small amount The paucity of resources meant the film had to be made with unpaid actors and few crew members. Root: pauc (from Latin paucus, meaning “few”)"
"Name the vocab term: adj. troublesome, unruly, adverse, or indecent Hint: starts with “u”","untoward synonyms: problematic, objectionable, inappropriate, difficult His untoward behavior at the party caused discomfort among the guests."
"Fill in the blank: The choir sang a ________ to celebrate the community's achievements. Hint: Starts with “p” and means “a song or expression of praise”.","paean paean (pee-uhn) n. a song or expression of joy or praise"
"Name the vocab term: n. the act of defamation or maligning; derogatory remark Hint: starts with “a”","aspersion synonyms: abuse, belittlement, slander, disparagement Her comments were not just criticism; they were an aspersion on his character."
"Fill in the blank: His ________ explanation made the complex topic accessible to everyone. Hint: Starts with “l” and means “clear and easy to understand”.","lucid lucid (lue-sid) adj. easy to understand adj. transparent (permitting light to pass through) adj. having a clear mind"
"Name the vocab term: adj. emitting light; bright adj. enlightening Hint: starts with “l”","luminous synonyms: glowing, edifying, radiant, brilliant The luminous stars filled the night sky with their glow. The lecture was not only informative but also luminous in its insights."
"Fill in the blank: The garden was a ________ display of flowers and foliage, delighting every visitor. Hint: Starts with “l” and means “abundant and rich in growth”.","luxuriant luxuriant (lug-zhure-ee-unt) adj. growing in extreme abundance adj. luxurious and complexly detailed"
"Name the vocab term: adj. wishing evil on others Hint: starts with “m”","malevolent synonyms: hateful, malicious, malignant, spiteful, vindictive His malevolent glare sent chills down her spine."
"Fill in the blank: The captain checked the ________ to ensure all passengers were accounted for. Hint: Starts with “m” and means “clear, obvious, or an official passenger or cargo list”.","manifest manifest (man-ih-fest) n. a list of the people aboard a ship or plane adj. clearly apparent v. to exhibit a quality"
"Name the vocab term: adj. artificial or affected Hint: starts with “m”","mannered synonyms: unnatural, stilted, affected, contrived His mannered speech made him seem insincere and pretentious."
"Fill in the blank: He took on the ________ of leadership with great responsibility. Hint: Starts with “m” and means “a cloak or a role of responsibility”.","mantle mantle (man-tul) n. a covering or concealing object n. a symbol of power or duty"
"Name the vocab term: v. to make imperfect n. a mark that damages the appearance of something Hint: starts with “m”","mar synonyms: hurt, blemish, ruin, deface, spoil The scratches on the surface will mar the beauty of the table. The small mar on the painting was hardly noticeable but still bothered her."
"Fill in the blank: The teacher was a ________, enforcing rules with an iron fist. Hint: Starts with “m” and means “a strict disciplinarian”.","martinet martinet (mar-tih-net) n. one who demands strict adherence to rules"
"Name the vocab term: n. a place in which something originates or develops Hint: starts with “m”","matrix synonyms: forge, source, origin, framework, environment The matrix of the organization fosters innovation and creativity."
"Fill in the blank: The artist's ________ was filled with vibrant hues. Hint: Starts with “p” and means “a range of colors used by an artist”.","palette palette (pal-it) n. a board used by artists to mix paint colors n. a range of colors"
"Name the vocab term: n. a standard example n. a pattern or model Hint: starts with “p”","paradigm synonyms: archetype, template, model, example The new research provides a paradigm for understanding climate change. The shift in the company's paradigm allowed for greater flexibility."
"Fill in the blank: Safety is ________ in any construction project. Hint: Starts with “p” and means “more important than anything else”.","paramount paramount (pair-ih-mount) adj. most important"
"Name the vocab term: v. to make dry v. to make thirsty Hint: starts with “p”","parch synonyms: dehydrate, dry, evaporate, desiccate, wither The hot sun will quickly parch the landscape. The long hike through the desert began to parch his throat."
"Fill in the blank: Her ________ nature made her hesitant to spend money on luxuries. Hint: Starts with “p” and means “unwilling to spend money”.","parsimonious parsimonious (par-suh-moh-nee-us) adj. frugal; cheap"
"Name the vocab term: n. the study of disease n. a disease's progression or manifestation Hint: starts with “p”","pathology synonyms: disease science, medicine, epidemiology Pathology plays a crucial role in diagnosing medical conditions. The pathology of the disease can vary significantly between patients."
"Fill in the blank: There was a ________ of evidence to support his claims. Hint: Starts with “p” and means “scarcity or smallness of number”.","paucity paucity (paw-suh-tee) n. a small amount"
