Front,Back
"Name the vocab term: adj. controversial n. a controversial argument Hint: starts with “p”","polemic synonyms: refutation, dispute, debate, controversy, argument The author's polemic essay sparked a heated debate. He engaged in a polemic with the journalist over the ethics of the new policy."
"Fill in the blank: The ________ box required two people to move it. Hint: Starts with “p” and means “heavy or clumsy”.","ponderous ponderous (pon-dur-us) adj. difficult to handle due to heaviness; or adj. requiring a lot of work"
"Name the vocab term: v. to foretell Hint: starts with “p”","portend synonyms: foreshadow, harbinger, signal, indicate, presage Dark clouds portend an approaching storm."
"Fill in the blank: The scientist ________ a theory based on the available evidence. Hint: Starts with “p” and means “assumed or suggested”.","posited posit (poz-it) v. to assume as fact"
"Name the vocab term: v. to assume a basic truth Hint: starts with “p”","postulate synonyms: assert, premise, suppose, hypothesize, posit, claim The philosopher postulated that human beings are inherently good."
"Fill in the blank: The new evidence helped ________ his argument in court. Hint: Starts with “b” and means “to support or strengthen”.","bolster bolster (bole-stur) v. to support"
"Name the vocab term: adj. inflated, arrogant Hint: starts with “b”","bombastic synonyms: grandiose, egotistical, pompous, verbose, pretentious His bombastic speech was filled with grandiose claims that lacked substance."
"Fill in the blank: The mother hen carefully watched over her ________ of chicks. Hint: Starts with “b” and means “to dwell gloomily on something”.","brood brood (brewd) n. a group of offspring v. to worry over"
"Name the vocab term: v. to grow Hint: starts with “b”","burgeon synonyms: blossom, grow, expand, flourish, thrive, multiply Her business began to burgeon after she introduced a new product line."
"Fill in the blank: Her ________ standards made it difficult to meet her expectations. Hint: Starts with “e” and means “demanding great effort or precision”.","exacting exacting (ig-zak-ting) adj. making severe demands or requirements adj. requiring great care"
"Name the vocab term: v. to reprimand, to scold sharply Hint: starts with “r”","rebuke synonyms: berate, blame, condemn, scold, reprimand, admonish The teacher rebuked the student for not completing his homework on time."
"Fill in the blank: The ________ tones of the violin soothed everyone in the room. Hint: Starts with “d” and means “sweet and soothing”.","dulcet dulcet (duhl-sit) adj. pleasant sounding or looking"
"Name the vocab term: n. a flatterer, a yes man Hint: starts with “t”","toady synonyms: doter, brownnoser, sycophant, flatterer, fawning He surrounded himself with toadies who never questioned his decisions."
"Fill in the blank: It took a lot of ________ for him to make such bold demands after his recent mistakes. Hint: Starts with “g” and means “bold rudeness”.","gall gall (gawl) n. audacity, impudence"
"Name the vocab term: adj. unpleasant due to excess; sickeningly sweet or sentimental Hint: starts with “c”","cloying synonyms: cheesy, overly sentimental, sappy, sickly, sweet, excessive The movie's cloying romance scenes made it difficult to take the story seriously."
"Fill in the blank: The scandal ________ his once pristine reputation. Hint: Starts with “s” and means “damaged purity or integrity”.","sullied sully (suhl-ee) v. to stain or tarnish the purity of"
"Name the vocab term: v. to dirty, spoil, dishonor v. to violate the chastity of Hint: starts with “d”","defile synonyms: befoul, besmirch, corrupt, desecrate, degrade The vandals defiled the historic monument with graffiti. The ancient tale spoke of a king who sought to defile the queen, only to be punished by the gods."
"Fill in the blank: His ________ remarks during the meeting were both insightful and brief. Hint: Starts with “p” and means “concise and forcefully expressive”.","pithy pithy (pith-ee) adj. concise and relevant"
"Define: slovenly (sluhv-uhn-lee)","adj. untidy, disheveled; unclean in appearance or habits The other dinner guests held the slovenly drunkard in contempt. Root: sloven (from Middle English slovein, meaning “careless person”)"
"Define: onerous (oh-ner-uhs)","adj. causing hardship; burdensome, troublesome The students relished making the teacher's job as onerous as possible. Root: oner (from Latin onus, meaning “burden”)"
"Define: scourge (skurdj)","n. a plague or cause of affliction n. something that causes suffering The scourge of drugs in American society will be its downfall. Root: scourge (from Latin corrigia, meaning “thong, whip”)"
"Define: candor (kan-der)","n. the quality of being frank, sincere, or impartial in expression Giorgio was known for his candor, so it surprised no one when he began to talk at length about his love life. Root: cand (from Latin candere, meaning “to shine, to be white”)"
"Define: boor (boor)","n. a crude, unmannered, or rude person The boor upset everyone at the fancy restaurant. Root: boor (from Dutch boer, meaning “farmer”)"
"Define: moribund (mawr-uh-buhnd)","adj. dying, decaying, on the brink of extinction The moribund customs of the indigenous culture are only practiced in a few outlying areas. Root: mori (from Latin mori, meaning “to die”)"
"Define: pine (pahyn)","v. to suffer from extreme desire or painful longing; to yearn deeply v. to waste away with grief The sailor's wife pined for him all through the long, harsh winter. Root: pine (from Old English pinian, meaning “to cause to suffer”)"
"Define: siren (sahy-ruhn)","n. a beautiful, seductive, or charming woman The young men of the neighborhood are smitten with the siren who moved in last week. Root: siren (from Greek Seirēn, a mythological creature)"
"Define: cache (kash)","n. a hidden place, a secret storage n. a place for valuables The bomb shelter had a cache of resources capable of supporting the family. Root: cache (from French cacher, meaning “to hide”)"
"Define: lionize (lahy-uh-nahyz)","v. to treat a person as a celebrity When the musical sensation returned to her hometown, she was lionized by everyone she knew. Suffix: -ize (a verb-forming suffix meaning “to make or to treat as”)"
"Define: skulk (skuhlk)","v. to lie in wait; to hide with evil intent The fugitive was spotted skulking about the docks just past midnight. Root: skulk (from Old Norse skulke, meaning “to lurk”)"
"Define: emendation (ee-muhn-dey-shuhn)","n. a correction or revision in a text Once the emendations have been made, the pamphlet can be sent to the printer. Root: mend (from Latin emendare, meaning “to correct”)"
"Define: euphony (yoo-fuh-nee)","n. a pleasant, harmonious sound The euphony of the Italian language is unparalleled. Prefix: eu- (from Greek, meaning “good, well”); Root: phon (from Greek phone, meaning “sound”)"
"Define: terse (turs)","adj. succinct, curt Your terse apology does not even begin to give an adequate explanation for your behavior. Root: ters (from Latin tersus, meaning “wiped off, clean”)"
"Define: trite (trahyt)","adj. uninteresting due to overuse; hackneyed Though some may find Valentine's Day chocolates trite, I look forward to every box I get. Root: trit (from Latin tritus, meaning “worn, rubbed”)"
"Define: malefactor (mal-uh-fak-ter)","n. evildoer, culprit, a violator of the law The Nuremberg trials brought the Nazi malefactors to justice. Prefix: male- (from Latin malus, meaning “bad”); Root: fact (from Latin facere, meaning “to do”)"
"Define: obtuse (uhb-toos)","adj. stupid, dull adj. slow to perceive, feel, or respond The obtuse response lacked a great deal of sophistication. Root: tuse (from Latin obtusus, meaning “blunt”)"
"Define: ingratiate (ing-grey-shee-eyt)","v. to work oneself into the favor of someone The intern ingratiated himself to his superiors starting on the first day. Prefix: in- (meaning “into”); Root: grati (from Latin gratia, meaning “favor”)"
"Define: travesty (trav-uh-stee)","n. a perverse or ludicrous representation Thom's checkered tux was a travesty of good taste. Root: vest (from Latin vestire, meaning “to clothe”)"
"Define: philology (fih-lol-uh-djee)","n. the study of linguistics and literature The students of philology were hunched over their Spanish literature texts. Root: phil (from Greek philos, meaning “loving”); Root: logy (from Greek logos, meaning “word, reason”)"
"Name the vocab term: adj. untidy, disheveled; unclean in appearance or habits Hint: starts with “s”","slovenly synonyms: dirty, careless, messy, unkempt, disorganized His slovenly appearance made a poor impression during the job interview."
"Fill in the blank: The ________ task of filing taxes each year often leaves people feeling frustrated. Hint: Starts with “o” and means “burdensome or difficult”.","onerous onerous (oh-ner-uhs) adj. causing hardship; burdensome, troublesome"
"Name the vocab term: n. a plague or cause of affliction Hint: starts with “s”","scourge synonyms: torment, affliction, pestilence, curse, bane, blight The disease was a scourge on the population, causing widespread suffering."
"Fill in the blank: Her ________ in addressing the issues at hand earned her the respect of her colleagues. Hint: Starts with “c” and means “honesty and openness”.","candor candor (kan-der) n. the quality of being frank, sincere, or impartial in expression"
"Name the vocab term: n. a crude, unmannered, or rude person Hint: starts with “b”","boor synonyms: goon, oaf, barbarian, lout, clod, ruffian The boor at the party offended everyone with his rude jokes and behavior."
"Fill in the blank: The once-thriving industry is now ________, with very few companies still operating. Hint: Starts with “m” and means “at the point of death”.","moribund moribund (mawr-uh-buhnd) adj. dying, decaying, on the brink of extinction"
"Name the vocab term: v. to suffer from extreme desire or painful longing v. to waste away with grief Hint: starts with “p”","pine synonyms: dream, hanker, lust, long, yearn, ache He spent months pining for his lost love. She pined away after the death of her beloved pet."
"Fill in the blank: The actress played the role of a ________, luring men to their doom with her beauty. Hint: Starts with “s” and means “a tempting but dangerous lure”.","siren siren (sahy-ruhn) n. a beautiful, seductive, and charming woman"
"Name the vocab term: n. a hidden place, a secret storage n. a place for valuables Hint: starts with “c”","cache synonyms: secret storage place, hoard, stash, reserve They found a cache of old coins hidden in the attic."
"Fill in the blank: The young athlete was ________ by the media after his impressive victory. Hint: Starts with “l” and means “treated as a celebrity”.","lionized lionize (lahy-uh-nahyz) v. to treat a person as a celebrity"
"Name the vocab term: v. to lie, to sneak into hiding, with evil intent Hint: starts with “s”","skulk synonyms: tiptoe, sneak, slither, creep, lurk, hide, prowl He skulked in the shadows, waiting for the right moment to strike."
"Fill in the blank: The ________ made to the manuscript improved its clarity. Hint: Starts with “e” and means “a correction or revision”.","emendation emendation (ee-muhn-dey-shuhn) n. a correction or revisions in a text"
"Name the vocab term: n. a pleasant, harmonious sound Hint: starts with “e”","euphony synonyms: melody, symphony, harmony, music, tune The euphony of the orchestra's performance captivated the audience."
"Fill in the blank: His ________ reply made it clear he was not interested in continuing the conversation. Hint: Starts with “t” and means “brief and to the point”.","terse terse (turs) adj. succinct, curt"
"Name the vocab term: adj. uninteresting due to overuse; hackneyed Hint: starts with “t”","trite synonyms: banal, common, stale, cliché, overused The movie's trite dialogue made it predictable and boring."
"Fill in the blank: The ________ was finally caught after years of evading the authorities. Hint: Starts with “m” and means “a wrongdoer or criminal”.","malefactor malefactor (mal-uh-fak-ter) n. evildoer, culprit, a violator of the law"
"Name the vocab term: adj. stupid, dull adj. slow to perceive, feel, or respond Hint: starts with “o”","obtuse synonyms: dense, dumb, insensitive, ignorant, thick-headed, slow-witted He was so obtuse that he didn't realize he had offended her with his comment."
"Fill in the blank: She tried to ________ herself with the boss by always complimenting his ideas. Hint: Starts with “i” and means “to gain favor through flattery”.","ingratiate ingratiate (ing-grey-shee-eyt) v. to work oneself into the favor of someone"
"Name the vocab term: n. a perverse or ludicrous parody or exaggeration Hint: starts with “t”","travesty synonyms: caricature, burlesque, parody, satire, farce The film was a travesty of the original story, distorting its meaning entirely."
"Fill in the blank: Her passion for ________ led her to study ancient texts and their languages. Hint: Starts with “p” and means “the study of language”.","philology philology (fih-lol-uh-djee) n. the study of linguistics and literature"
