Front,Back
"Name the vocab term: n. a waterfall n. something that falls or progresses like a waterfall Hint: starts with “c”","cascade synonyms: chute, downpour, flood, fall, rush, waterfall The cascade of water tumbled down the rocky cliff, creating a beautiful sight. The project had a cascade of delays that pushed the deadline further back."
"Fill in the blank: The teacher did not hesitate to ______ the student for his poor behavior. Hint: Starts with “c” and means “to criticize severely or punish harshly”.","castigate castigate (kast-ih-gehyt) v. to give harsh criticism to v. to punish harshly"
"Name the vocab term: adj. capable of corroding adj. harsh or sarcastic in tone Hint: starts with “c”","caustic synonyms: abrasive, erosive; ironic, bitter, scathing, sardonic The caustic chemical burned through the metal container. His caustic remarks often left others feeling hurt and offended."
"Fill in the blank: The senator faced ______ for his inappropriate comments. Hint: Starts with “c” and means “to express strong disapproval”.","censure censure (sen-shur) n. strong disapproval, esp. official disapproval v. to condemn"
"Name the vocab term: n. fanatical patriotism; and n. prejudiced support of one's own group, sex, or cause Hint: starts with “c”","chauvinism synonyms: jingoism, ethnocentricity, nationalism, partisanship His chauvinism was evident in his dismissive attitude toward other cultures."
"Fill in the blank: The mythological ______ was said to breathe fire and have the body of a lion. Hint: Starts with “c” and means “an impossible or foolish fantasy”.","chimera chimera (kahy-mere-uh) n. a creature possessing the body parts of different animals n. a fanciful mental illusion"
"Name the vocab term: n. a conspiracy or secret plot Hint: starts with “c”","collusion synonyms: pact, trick, connivance, conspiracy, collaboration, secret agreement The two companies were accused of collusion to fix prices in the market."
"Fill in the blank: His ______ attitude toward his grades prevented him from striving for better. Hint: Starts with “c” and means “self-satisfied and unaware of danger”.","complacent complacent (kum-plehy-sunt) adj. satisfied and thus not wanting to improve"
"Name the vocab term: adj. eager to please Hint: starts with “c”","complaisant synonyms: obliging, compliant, accommodating, agreeable, helpful The complaisant assistant went out of her way to ensure her boss's satisfaction."
"Fill in the blank: The report was ______, highlighting only the most important information. Hint: Starts with “c” and means “brief but comprehensive”.","concise concise (kun-sayhs) adj. brief; able to express a lot in few words"
"Define: conjecture (kun-jeck-chur)","n. inference based on inconclusive or incomplete evidence The scientist's paper was criticized by his peers for being based purely on conjecture. Prefix: con- (from Latin, meaning “together” or “with”); Root: ject (from Latin jacere, meaning “to throw”)"
"Define: consternation (kon-stur-nehy-shun)","n. a state of confused terror or apprehension A feeling of consternation filled the room as the teacher began to hand back papers immediately after the students had handed them in. Prefix: con- (from Latin, meaning “together” or “with”); Root: stern (from Latin sternere, meaning “to spread out” or “to stretch”)"
"Define: consummate (v. kon-suh-meyt; adj. kon-suh-muht)","v. to make complete or perfect adj. perfect in every aspect The team's victory was consummated by a spontaneous celebration on the field. Prefix: con- (from Latin, meaning “together” or “with”); Root: sum (from Latin summus, meaning “highest”)"
"Define: contention (kun-ten-shun)","n. a point or argument in a debate n. a competition The ceasefire is holding, but a few points of contention must still be resolved before a final peace can be reached. Prefix: con- (from Latin, meaning “together” or “with”); Root: tent (from Latin tendere, meaning “to stretch”)"
"Define: contrite (kun-trahyt)","adj. full of remorse The letter explained that he was truly contrite and wanted to apologize in person. Prefix: con- (from Latin, meaning “together” or “with”); Root: trite (from Latin terere, meaning “to rub”)"
"Define: convalesce (kon-vuh-less)","v. to recover After the accident, Tom was told to convalesce for at least two weeks. Prefix: con- (from Latin, meaning “together” or “with”); Root: valesc (from Latin valescere, meaning “to grow strong”)"
"Define: deleterious (dell-uh-teer-ee-us)","adj. causing harm or damage It is now common knowledge that smoking is deleterious to one's health. Root: deleter (from Greek deleterios, meaning “destroyer”); Suffix: -ious (forming adjectives, meaning “having the quality of”)"
"Define: demagogue (dem-uh-gog)","n. a speaker who targets his or her audience's emotions or prejudices The candidate's opponent accused him of being a demagogue and relying upon the public's fear of change. Prefix: demo- (from Greek demos, meaning “people”); Root: agogue (from Greek agogos, meaning “leader”)"
"Define: denigrate (den-ih-grehyt)","v. to attack the reputation of The columnist denigrated the baseball coach for his string of high-profile losses. Prefix: de- (from Latin, meaning “down” or “away”); Root: nigr (from Latin niger, meaning “black”)"
"Define: denote (dih-noht)","v. to mark or indicate The red text on her report card denoted which classes she was failing. Prefix: de- (from Latin, meaning “down” or “away”); Root: note (from Latin notare, meaning “to mark” or “to note”)"
"Define: desiccate (dess-ih-kehyt)","v. to cause to lose moisture Mary had her wart removed at the doctor's office by desiccating it. Prefix: de- (from Latin, meaning “down” or “away”); Root: siccat (from Latin siccare, meaning “to dry”)"
"Define: despond (dih-spond)","v. to become dejected His campaign team desponded when they heard the official results of the election. Prefix: de- (from Latin, meaning “down” or “away”); Root: spond (from Latin spondere, meaning “to promise”)"
"Define: desultory (dess-uhl-tore-ee)","adj. having no plan or purpose; random The desultory thoughts running through Mick's mind prevented him from concentrating on the essay he had to write. Prefix: de- (from Latin, meaning “down” or “away”); Root: sult (from Latin salire, meaning “to jump”)"
"Define: diatribe (die-uh-trahyb)","n. a harsh rant or critical review After hours of waiting with me in the lobby, my mother began her usual diatribe on the various failings of airport management. Prefix: dia- (from Greek, meaning “through” or “across”); Root: tribe (from Greek tribein, meaning “to rub”)"
"Define: discrete (diss-kreet)","adj. distinctly separate The U.S. government has three discrete branches: the judiciary, the legislature, and the executive. Prefix: dis- (from Latin, meaning “apart” or “away”); Root: cret (from Latin cernere, meaning “to separate”)"
"Define: disparage (dih-spare-idj)","v. to express a negative opinion of She disparaged her friend behind his back, yet praised him to his face. Prefix: dis- (from Latin, meaning “apart” or “away”); Root: par (from Latin par, meaning “equal”)"
"Define: disparate (diss-puh-rit)","adj. completely different The two had such disparate opinions on the topic that it seemed impossible for them to work together effectively. Prefix: dis- (from Latin, meaning “apart” or “away”); Root: par (from Latin par, meaning “equal”)"
"Define: dispassionate (diss-pash-ih-nut)","adj. unbiased; objective A dispassionate judge will favor neither the prosecution nor the defense. Prefix: dis- (from Latin, meaning “apart” or “away”); Root: passion (from Latin passio, meaning “suffering” or “feeling”)"
"Define: disposed (diss-pohzd)","adj. having a tendency or partiality to Kate was particularly stubborn when she was angry and was not disposed to listen to reason. Prefix: dis- (from Latin, meaning “apart” or “away”); Root: pose (from Latin ponere, meaning “to place”)"
"Define: tendentious (ten-den-chuss)","adj. exhibiting a trend; having an ulterior motive or bias Wendy's tendentious assessment of the war mentions only its positive effects, skipping over the negative points. Root: tend (from Latin tendere, meaning “to stretch” or “to aim”); Suffix: -ious (forming adjectives, meaning “having the quality of”)"
"Name the vocab term: n. inference based on inconclusive or incomplete evidence Hint: starts with “c”","conjecture synonyms: assumption, guess, presumption, hypothesis, speculation, inference His conjecture about the missing documents turned out to be correct."
"Fill in the blank: The sudden news of the layoffs caused ______ among the employees. Hint: Starts with “c” and means “feelings of dismay or anxiety”.","consternation consternation (kon-stur-nehy-shun) n. a state of confused terror or apprehension"
"Name the vocab term: v. to make complete or perfect adj. perfect in every aspect Hint: starts with “c”","consummate synonyms: fulfill, finish, achieve; flawless, complete, ideal, supreme The artist hoped to consummate his vision with this final piece. Her performance was consummate, leaving the audience in awe."
"Fill in the blank: His ______ that the policy would benefit the economy was met with skepticism. Hint: Starts with “c” and means “a heated disagreement”.","contention contention (kun-ten-shun) n. a point or argument in a debate n. a competition"
"Name the vocab term: adj. full of remorse Hint: starts with “c”","contrite synonyms: regretful, atoning, remorseful, penitent, apologetic, repentant She felt contrite after realizing the hurt she had caused her friend."
"Fill in the blank: After her surgery, she needed several weeks to ______. Hint: Starts with “c” and means “to recover health after illness”.","convalesce convalesce (kon-vuh-less) v. to recover"
"Name the vocab term: adj. causing harm or damage Hint: starts with “d”","deleterious synonyms: destructive, injurious, hurtful, harmful, detrimental, dangerous The chemicals in the product were found to have deleterious effects on health."
"Fill in the blank: The politician was criticized as a ______ for exploiting public fears. Hint: Starts with “d” and means “a leader who gains power by stirring emotions”.","demagogue demagogue (dem-uh-gog) n. a speaker who targets his or her audience's emotions or prejudices"
"Name the vocab term: v. to attack the reputation of Hint: starts with “d”","denigrate synonyms: malign, slander, defame, disparage, belittle, vilify The article aimed to denigrate her achievements and undermine her credibility."
"Fill in the blank: The red color on the map ______ areas of high risk. Hint: Starts with “d” and means “to indicate or be a sign of”.","denotes denote (dih-noht) v. to mark or indicate"
"Name the vocab term: v. to cause to lose moisture Hint: starts with “d”","desiccate synonyms: dehydrate, dry out, evaporate, parch, wither The hot sun will desiccate the soil if it is not watered regularly."
"Fill in the blank: She sank into ______ after hearing the bad news. Hint: Starts with “d” and means “to lose hope or confidence”.","despond despond (dih-spond) v. to become dejected"
"Name the vocab term: adj. having no plan or purpose; random Hint: starts with “d”","desultory synonyms: aimless, erratic, random, haphazard, disconnected His desultory remarks during the meeting left everyone confused about his position."
"Fill in the blank: The critic's ______ against the film was scathing and left no stone unturned. Hint: Starts with “d” and means “a bitter verbal attack”.","diatribe diatribe (die-uh-trahyb) n. a harsh rant or critical review"
"Name the vocab term: adj. distinctly separate Hint: starts with “d”","discrete synonyms: detached, disconnected, separate, distinct, individual, isolated The data was divided into discrete categories for easier analysis."
"Fill in the blank: She felt hurt when her colleague chose to ______ her efforts publicly. Hint: Starts with “d” and means “to speak badly of or belittle”.","disparage disparage (dih-spare-idj) v. to express a negative opinion of"
"Name the vocab term: adj. completely different Hint: starts with “d”","disparate synonyms: contrary, unlike, various, distinct, diverse, heterogeneous The two proposals were so disparate that it was hard to compare them."
"Fill in the blank: As a ______ observer, he was able to provide fair feedback. Hint: Starts with “d” and means “not influenced by emotion”.","dispassionate dispassionate (diss-pash-ih-nut) adj. unbiased; objective"
"Name the vocab term: adj. having a tendency or partiality to Hint: starts with “d”","disposed synonyms: inclined, prone to, willing, apt, susceptible He seemed disposed to agree with the majority opinion."
"Fill in the blank: The article had a ______ slant, clearly favoring one political party. Hint: Starts with “t” and means “expressing a biased viewpoint”.","tendentious tendentious (ten-den-chuss) adj. exhibiting a trend adj. having an ulterior motive or bias"
